sample_id	var1	var2
ID1	-1.81683916362802	-0.63430376879741
ID2	2.58630378489524	0.536256416073786
ID3	-0.480714305103783	1.26206764165801
ID4	0.35183302480563	-0.0345829826135026
ID5	-0.298521818975531	-0.416312513264414
ID6	-0.0615804639993296	-0.117002055790846
ID7	-0.8075663288274	1.12964318065283
ID8	0.0311881688726168	-0.526280030040363
ID9	-0.479409768853294	-1.07719190563772
ID10	0.909856023677816	0.936417599835344
ID11	-0.89735302161945	-0.560125094530711
ID12	-0.0817755802648307	0.415109191480096
ID13	1.58578765734209	0.00700583223333612
ID14	-1.71796528458491	0.676182504618354
ID15	2.82419963758129	-1.32647306947787
ID16	-0.87983460131959	-0.496273300147604
ID17	-0.814456833220526	-0.321030692897976
ID18	-0.659633861506133	0.11793430886642
ID19	0.238201300381202	-0.116052457962116
ID20	1.71910073824459	-0.358540059783833
ID21	1.92802732931797	0.122994092068031
ID22	2.05990725891808	-0.212518077869628
ID23	-0.557493700769259	1.13691349922779
ID24	0.686167371793527	0.418428999606094
ID25	-0.458906472959901	-0.303290858980455
ID26	-0.111398803588164	0.292258909431963
ID27	-0.0301823015253335	0.0145111836833005
ID28	0.103562261276591	0.43171285925008
ID29	1.01545243876935	1.55862798223589
ID30	0.0823052266057937	-1.12534660094439
ID31	1.68900409710445	-0.204469920803457
ID32	-0.67349631111829	0.689168906069708
ID33	-0.267355918040154	-0.160931999570428
ID34	-0.22209251460715	0.0519503340800718
ID35	-1.25674069670019	1.00883413770736
ID36	-0.865066699591936	0.17685951010564
ID37	0.211314589996345	-0.889002902133961
ID38	1.20788243449158	-0.314726097306305
ID39	0.772682669767022	0.209299595875011
ID40	0.794291561259428	-0.201797825199997
ID41	-0.0659770256957753	0.914490608509453
ID42	-0.207787138888883	0.195981326422849
ID43	0.901878247689746	0.258234883396231
ID44	1.11671343800333	-0.647430274520327
ID45	-0.939650429375764	1.00734407867419
ID46	1.27336184800968	-0.689164451037383
ID47	0.691266718545228	0.458763612396679
ID48	0.85914669157303	0.438015382891454
ID49	-0.883308179701133	0.997429558652787
ID50	0.795429184837372	0.596207847251639
ID51	-1.80253996644013	2.28588225355249
ID52	-0.0159376720362038	2.06688117801956
ID53	-0.282174425561633	-1.52060741847495
ID54	0.636616337443115	0.727151453442972
ID55	0.377469871906954	0.503470160381651
ID56	-1.45785765080243	-0.937323232631313
ID57	1.09612427096678	0.0266871724087122
ID58	0.108913750088344	-0.0105880118994666
ID59	-0.308434962922642	0.168437146441067
ID60	-0.535723388514039	2.36825542221149
ID61	1.24221009107768	-1.09632155138546
ID62	0.881583957326362	0.847838394274443
ID63	-1.02875006522092	-1.01982361609851
ID64	-0.956392864164856	-1.74510124415416
ID65	1.67902680965239	1.04165476440929
ID66	0.502471389392954	-2.43986331554185
ID67	0.617470911686759	-0.90262028244997
ID68	0.0462524528369302	-1.75087641104786
ID69	-0.18975055579733	-1.17077185929183
ID70	-1.06948563983186	-0.573650870405869
ID71	-0.664361447558728	-0.476663351143586
ID72	-0.424930833509216	0.308363418526435
ID73	-0.256595224763685	-0.0602733490002654
ID74	-1.85028193502685	-0.442382992999233
ID75	-0.372533726375435	1.28854150569171
ID76	0.697300710998677	-0.567074984633026
ID77	-0.733687888434718	-0.468002773028199
ID78	-1.02767867646146	-1.38228957379654
ID79	-1.43605522429255	0.729038623365924
ID80	1.82759261376794	0.121368950803113
ID81	0.102251365846548	-1.31582393283975
ID82	0.337583095841139	-2.30259210468543
ID83	0.164237800953561	-1.58367969558692
ID84	-0.0332980387789254	0.706058499511482
ID85	1.35368125433542	-0.307091924075059
ID86	0.217890915581892	-0.95543840967315
ID87	0.790382846335893	0.862852474355259
ID88	-1.22573704024176	1.55289036314602
ID89	0.400641040631299	0.182913094299807
ID90	-0.873539406439632	0.234436991024012
ID91	-0.797559354868122	0.153127238071247
ID92	-0.585788839041653	0.833581278506155
ID93	0.111287738593442	1.73189972169628
ID94	0.109697297316374	-0.402585800980025
ID95	-0.0284477700403118	-1.75501078459098
ID96	-0.730577177797235	-1.7116062503493
ID97	-0.813767926917763	0.214631020604236
ID98	0.0551629856398902	-0.648900227169289
ID99	-0.414525091361657	1.26811217643993
ID100	0.802031102094687	1.38445688860458
ID101	-0.211027117673286	-0.441237726131184
ID102	0.00697628065659633	1.04537861660383
ID103	-0.976091328670282	-1.06507258696064
ID104	-1.07091850106122	-2.30918310844245
ID105	1.25028287357543	1.34260913081244
ID106	-0.583934722805638	1.58157993146947
ID107	0.645533986849392	1.13483941201822
ID108	0.274713761579393	0.8075728162681
ID109	-0.271448626838831	-2.50067403923456
ID110	-0.285239809367885	0.713272800430311
ID111	-1.09363179963865	-0.0282948301354763
ID112	0.991636393789814	0.376754129871389
ID113	-0.420237923043679	0.367202796129357
ID114	2.52412334886694	-0.523247536171444
ID115	1.85607134177985	0.349868143612831
ID116	-0.795368179114397	-0.27989285428545
ID117	-0.543752494833063	1.74440143453197
ID118	-0.675678720504785	-0.201849600376651
ID119	-1.48014254587665	-1.96257107819247
ID120	-1.12757502548056	0.105985444206904
ID121	0.187756878082755	1.02379178304419
ID122	0.136395605419544	-0.87400645740629
ID123	0.766498333222209	0.384529018242196
ID124	1.07748975203182	1.09408342682387
ID125	1.3584119823782	0.918507662228412
ID126	0.368869589219019	-0.0409445364576919
ID127	2.954812745445	-1.74641016596408
ID128	0.312447799847766	-0.351638108922498
ID129	1.16289273915572	-1.51012737208581
ID130	0.457930892576031	0.96246650694026
ID131	-0.224509412629286	0.240084572831295
ID132	-0.74239712233845	0.10111050957623
ID133	-0.819801724198446	0.416337485377754
ID134	0.437917081746488	0.0290292611356499
ID135	1.05934973563698	-0.402854457242998
ID136	-0.878475597899814	-0.195377963285945
ID137	-0.560758874545718	0.423466625193161
ID138	0.451633337659132	-0.619775274371683
ID139	-0.519433933240372	1.6518019818074
ID140	1.1889763278253	-0.930564892142239
ID141	1.01264820862371	-0.350099750663993
